x,y,p,h,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,app
0.25,0.0166666666666666,3,0.2,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.0
0.25,0.0166666666666666,3,0.2,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.0
0.25,0.0166666666666666,3,0.2,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.9
0.25,0.0166666666666666,3,0.2,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.0
0.25,0.0166666666666666,3,0.2,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.0
0.25,0.0166666666666666,3,0.2,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,1.0
0.25,0.0166666666666666,3,0.2,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.1
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.71875,0.0395833333333333,0.2604166666666667,0.0208333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.25,0.0166666666666666,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0312499999999999,0.0020833333333333,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.1
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.1
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,9.161544000814484e-07
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.1
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.2
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,4.169255985469137e-06
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.1
0.0312499999999999,0.0020833333333333,3,0.2,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.3
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,9.93262925988651e-06
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.71875,0.0395833333333333,0.2604166666666667,0.0208333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,0.1
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.25,0.0166666666666666,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.4
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0312499999999999,0.0020833333333333,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,1.6045066431090707e-05
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.1
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.5
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,2.099285299543515e-05
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.1
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.6000000000000001
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,2.818677989962458e-05
0.0,0.0,3,0.2,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.1
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.7000000000000001
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.71875,0.0395833333333333,0.2604166666666667,0.0208333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,3.843873354177952e-05
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.25,0.0166666666666666,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.1
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0312499999999999,0.0020833333333333,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.8
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,3.724047667533228e-05
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.1
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.9
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,1.5361208794334077e-05
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.1
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,1.0
0.0,0.0,3,0.2,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.71875,0.0395833333333333,0.2604166666666667,0.0208333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.25,0.0166666666666666,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0312499999999999,0.0020833333333333,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.1
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,3.414158850294852e-06
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,1.3859668661475486e-05
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.3
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.075380433276208e-05
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.71875,0.0395833333333333,0.2604166666666667,0.0208333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.25,0.0166666666666666,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.4
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0312499999999999,0.0020833333333333,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,4.996474079847904e-05
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.5
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,6.860569936535855e-05
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.6000000000000001
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,9.231918679465958e-05
0.0,0.0,3,0.2,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.7000000000000001
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.71875,0.0395833333333333,0.2604166666666667,0.0208333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,0.0001195537173098
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.25,0.0166666666666666,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0312499999999999,0.0020833333333333,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.8
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.0001114525495289
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.9
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,4.526876592524542e-05
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,1.0
0.0,0.0,3,0.2,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.3
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.71875,0.0395833333333333,0.2604166666666667,0.0208333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.25,0.0166666666666666,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0312499999999999,0.0020833333333333,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,0.3
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.1
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,6.902560828725143e-06
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.3
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.2
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,2.580265500633853e-05
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.3
0.0,0.0,3,0.2,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.3
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,5.410083914068148e-05
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.71875,0.0395833333333333,0.2604166666666667,0.0208333333333333,0.0,0.0,-0.0,0.0,0.0,0.0,0.3
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.25,0.0166666666666666,0.5833333333333334,0.1666666666666666,0.0,0.0,-0.0,0.0,0.0,0.0,0.4
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.0312499999999999,0.0020833333333333,0.4687499999999999,0.4791666666666667,0.0208333333333333,0.0,-0.0,0.0,0.0,0.0,8.96454261223327e-05
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.1666666666666667,0.6666666666666666,0.1666666666666666,0.0,-0.0,0.0,0.0,0.0,0.3
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0208333333333333,0.4791666666666667,0.4791666666666664,0.0208333333333333,-0.0,0.0,0.0,0.0,0.5
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.1666666666666665,0.6666666666666666,0.1666666666666667,-0.0,0.0,0.0,0.0,0.000130285553061
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0208333333333333,0.4791666666666666,0.46875,-0.0020833333333333,0.03125,0.0,0.0,0.3
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,-0.0166666666666666,0.25,0.0,0.0,0.6000000000000001
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.2604166666666667,-0.0395833333333333,0.71875,0.0,0.0,0.0001734258976608
0.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.3
1.0,0.0,3,0.2,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.7000000000000001
